x,lagrange,spline
7.8500,15.9176,17.0187
7.8600,15.9858,17.0175
7.8700,16.0545,17.0162
7.8800,16.1238,17.0150
7.8900,16.1937,17.0137
7.9000,16.2641,17.0125
7.9100,16.3351,17.0112
7.9200,16.4067,17.0100
7.9300,16.4788,17.0087
7.9400,16.5516,17.0075
7.9500,16.6248,17.0062
7.9600,16.6987,17.0050
7.9700,16.7732,17.0037
7.9800,16.8482,17.0025
7.9900,16.9238,17.0012
8.0000,17.0000,17.0000
